,Unigene ID,BREAST_BT549,BREAST_HS578T,BREAST_MCF7,BREAST_MCF7ADRr,BREAST_MDAMB231,BREAST_MDAMB435,BREAST_MDAN,BREAST_T47D,CNS_SF268,CNS_SF295,CNS_SF539,CNS_SNB19,CNS_SNB75,CNS_U251,COLON_COLO205,COLON_HCC2998,COLON_HCT116,COLON_HCT15,COLON_HT29,COLON_KM12,COLON_SW620,LEUK_CCRFCEM,LEUK_HL60,LEUK_K562,LEUK_MOLT4,LEUK_RPMI8226,LEUK_SR,MELAN_LOXIMVI,MELAN_M14,MELAN_MALME3M,MELAN_SKMEL2,MELAN_SKMEL28,MELAN_SKMEL5,MELAN_UACC257,MELAN_UACC62,NSCLC_A549,NSCLC_EKVX,NSCLC_H226,NSCLC_H23,NSCLC_H322M,NSCLC_H460,NSCLC_H522,NSCLC_HOP62,NSCLC_HOP92,OVAR_IGROV1,OVAR_OVCAR3,OVAR_OVCAR4,OVAR_OVCAR5,OVAR_OVCAR8,OVAR_SKOV3,PROSTATE_DU145,PROSTATE_PC3,RENAL_7860,RENAL_A498,RENAL_ACHN,RENAL_CAKI1,RENAL_RXF393,RENAL_SN12C,RENAL_TK10,RENAL_UO31
48536,Hs.522680,-3.412,-2.037,0.116,-0.664,-1.23,-1.618,-1.413,0.488,-3.4,-1.297,-0.71,-1.628,-2.776,-0.958,1.283,0.516,0.382,0.841,1.97,1.999,1.746,-0.969,-2.777,-1.872,-0.006,-1.345,-1.919,-1.801,-1.152,-1.972,-1.468,-2.189,-3.078,-3.104,-4.087,-1.369,-1.055,-1.229,-1.627,-0.167,-0.246,0.855,0.033,-0.693,-0.07,0.739,0.075,0.147,-0.382,-0.081,-0.448,1.143,-2.96,-0.886,-0.964,-0.806,-2.278,-4.412,-1.103,-0.981
50015,Hs.127826,-0.333,0.262,1.045,0.644,-1.002,0.817,1.199,0.896,-1.233,0.617,-0.115,0.121,-0.025,0.595,-1.414,-2.301,0.83,0.292,-1.513,-0.263,0.142,0.166,0.32,0.399,-0.675,-0.271,0.079,0.029,0.044,-0.055,0.135,0.025,1.352,0.555,-0.41,-0.391,0.27,-1.056,1.438,-1.116,0.013,0.545,-1.434,-0.384,-0.269,-0.041,1.162,-0.003,0.361,-0.087,-0.627,0.953,-0.899,-0.121,-0.206,-0.542,-0.589,0.564,-0.539,-1.607
52893,Hs.201058,0.188,0.518,-1.801,-0.59,0.794,-0.383,-0.128,0.24,0.881,0.587,0.454,0.14,0.536,-0.021,-0.554,-1.595,-0.342,0.16,-0.447,-0.82,0.06,-3.159,-1.696,-2.839,-2.986,-1.241,-4.011,0.188,-0.228,0.616,-0.079,0.045,-1.891,-0.577,-0.181,-0.638,0.412,1.25,-0.385,-0.125,0.71,0.224,1.465,0.224,0.162,-0.368,-0.381,1.226,-0.446,1.225,0.792,-0.066,1.602,0.305,1.488,1.314,0.59,-0.138,1.459,1.465
182288,Hs.520004,-1.06,-0.338,2.418,-0.188,-0.876,-0.459,-0.76,1.857,-0.499,-0.376,-0.251,0.35,0.03,0.621,0.924,0.797,0.8,0.227,1.004,0.149,0.119,-2.948,-2.097,-0.757,-1.709,-0.288,-3.147,-0.74,-0.381,-0.183,0.539,-3.086,-0.375,-0.5,-2.065,-1.141,0.106,0.212,0.665,0.978,0.12,-0.412,-0.683,-1.703,-0.217,0.87,-0.06,-0.379,-0.825,-0.83,0.141,-1.043,-0.569,-0.234,-0.446,-0.757,-0.645,-1.234,-0.823,-0.056
183950,Hs.134643,2.342,3.007,-3.37,-3.312,-5.377,-4.183,-4.087,-3.496,5.264,1.717,0.42,1.63,1.645,1.13,-4.831,-2.158,-3.324,-3.637,-3.501,-3.041,-3.682,-4.38,-3.597,-4.201,-3.903,-2.717,-2.704,-0.814,-3.46,-2.768,-3.586,-4.024,-4.088,-3.029,-4.357,-3.367,-3.638,-1.133,-2.745,-3.402,-1.512,-1.887,-3.722,-5.162,-3.199,-3.847,-3.692,-3.333,-4.455,-4.261,-3.009,-3.202,-3.03,-3.134,0.374,-3.326,-3.392,-1.032,-4.486,-4.724
193562,Hs.401843,0.624,-0.402,0.304,1.708,0.273,-0.194,0.072,1.048,-0.419,-0.725,-0.334,-0.577,0.844,-0.709,0.08,0.3,1.32,1.524,0.391,1.633,0.307,1.217,-0.469,-0.118,1.159,0.175,0.403,0.492,-0.326,0.284,1.25,0.887,0.347,0.32,0.947,0.974,0.454,-0.459,1.528,1.392,0.727,0.745,0.886,1.037,1.633,0.533,0.791,0.842,1.483,0.953,2.438,0.416,0.284,-0.551,0.442,0.008,0.05,-0.235,0.86,0.51
193913,Hs.491767,-0.912,-1.588,-2.237,-0.384,0.026,-0.349,-0.613,-1.496,-1.214,0.13,-0.225,-0.81,-1.876,-0.069,0.398,0.405,0.125,0.094,-2.013,0.588,0.114,-3.068,0.367,1.688,-2.473,-0.233,2.038,-1.74,-0.855,-1.143,-1.284,-1.619,-0.608,-1.11,-0.339,-0.098,-1.656,0.43,-0.339,0.782,0.259,-0.821,-0.22,0.509,-0.026,-0.091,0.417,-0.091,-0.387,0.177,1.173,-0.455,1.019,0.561,-0.893,0.665,0.374,-1.14,-0.058,-0.732
196082,Hs.170510,1.511,-0.876,1.151,-1.965,-2.9,-1.855,-1.389,0.751,-1.017,-0.302,0.361,0.132,0.313,0.689,-0.633,-0.194,-2.973,0.117,0.33,-0.571,-1.032,1.32,-1.166,-1.403,1.573,1.522,-2.471,-0.229,0.189,1.962,1.501,2.569,-1.159,1.574,-0.472,-1.665,0.227,-1.936,0.519,0.983,-0.323,0.714,-0.473,-2.659,0.815,1.371,1.145,-0.796,-1.065,0.145,-1.124,0.95,-0.98,-0.782,-1.559,-1.256,-1.519,-0.792,-0.522,-1.277
214236,Hs.246381,-0.535,1.514,-1.268,0.423,0.553,0.44,0.671,-1.477,-0.432,0.175,-0.093,-1.565,-1.044,-1.355,2.41,0.277,-1.078,-1.231,-0.104,0.217,-0.633,-0.121,-0.662,-0.332,-1.658,0.465,0.876,0.288,-1.008,2.985,1.181,2.139,1.244,3.303,0.925,-0.937,-1.032,-1.271,-0.924,-0.807,0.207,-0.293,-0.756,1.995,-0.367,-2.069,-0.978,-0.343,-0.428,-0.077,0.396,-0.671,-0.111,1.399,0.2,-0.25,1.087,3.601,-0.576,-1.138
252333,Hs.132760,-0.74,-0.589,1.622,0.875,0.861,1.191,1.24,1.307,2.831,-0.215,0.114,0.342,-1.595,-0.113,0.868,-0.175,1.271,0.519,0.593,0.896,1.186,0.278,0.538,0.624,-0.386,1.816,-0.024,-1.096,-0.111,-0.441,-0.272,-0.79,0.352,0.052,-1.255,-0.584,-0.282,-0.629,-0.095,0.271,0.064,0.87,-0.236,0.211,0.562,-0.058,0.314,1.225,0.163,0.15,0.681,-0.109,-0.396,0.091,0.584,-0.324,-0.105,0.344,-0.73,0.855
252962,,0.112,-0.314,0.597,1.458,0.946,0.23,-0.221,-0.529,0.261,-0.208,-0.252,0.27,0.197,-0.201,0.091,-0.221,0.913,0.43,0.519,0.738,0.328,0.657,-0.209,0.135,0.88,0.014,0.323,-0.113,0.053,0.742,0.381,-0.128,0.417,-0.165,0.019,-0.045,0.252,-0.111,-0.004,0.371,0.243,0.519,0.076,0.504,0.6,0.514,0.831,0.866,1.133,0.168,1.527,0.045,-1.313,0.038,1.444,0.034,0.159,-1.436,0.685,-0.071
254085,Hs.293077,-0.39,-0.928,0.861,0.439,0.051,0.895,0.811,0.349,0.948,-0.216,0.325,0.586,-0.927,0.232,0.174,0.672,-0.897,0.095,-1.372,1.375,-0.453,-0.155,-0.146,1.385,-0.421,0.331,-3.319,0.055,0.277,1.138,0.063,1.056,1.317,0.285,2.039,0.468,-0.021,-0.483,0.796,0.382,0.283,-0.309,-0.416,-0.49,-0.409,0,-2.314,0.1,0.457,-0.19,1.163,0.675,0.239,-0.531,0.683,-0.186,-0.557,1.115,0.019,0.078
253869,Hs.510324,1.016,0.037,-1.238,1.039,0.306,0.201,-0.012,-1.572,0.609,0.418,0.505,1.428,0.627,0.691,-3.783,-0.151,-1.171,-1.507,-4.241,-1.27,-1.002,0.228,0.471,0.68,0.093,-0.178,0.931,0.524,0.15,0.278,0.766,0.369,-0.503,0.016,0.567,0.179,0.348,0.432,0.847,-0.581,0.318,0.714,0.791,-0.621,0.425,-0.552,-0.237,0.516,0.819,1.262,0.189,0.369,0.606,0.383,0.893,0.544,0.996,-0.492,0.777,0.057
260982,,-0.491,0.097,1.326,-0.691,-0.967,0.55,0.793,0.223,-0.428,-0.008,0.521,-0.265,0.958,0.402,-1.041,-1.5,-2.329,-2.219,-3.607,-1.808,1.406,-1.763,-1.337,-1.261,-2.659,-1.958,-3.767,-0.119,0.915,0.238,-2.171,0.16,0.112,0.447,0.207,-0.723,-0.155,0.868,-0.358,0.621,0.223,0.552,-0.222,-0.219,0.098,1.029,0.44,0.594,-1.232,-0.575,-0.251,0.067,-0.441,-2.037,0.508,-0.009,0.013,-0.517,-1.321,-0.156
263360,Hs.472101,-1.021,-0.421,-0.312,2.788,-3.191,-4.418,-4.287,0.512,-0.422,-1.096,-0.979,-2.709,-1.721,-2.379,-3.748,-2.197,-3.301,-1.339,-2.165,0.4,-3.125,-3.598,-2.293,-2.756,-3.915,-1.612,-4.193,-0.95,-2.688,0.481,0.443,1.382,-0.393,0.846,-0.328,0.68,-2.754,1.314,-2.402,-1.415,-0.632,-0.169,-1.791,-1.113,0.244,0.705,-0.247,0.348,3.313,2.28,-0.435,-0.417,2.298,1.043,3.661,2.142,2.665,3.112,2.231,3.392
264166,Hs.458336,-2.6,-0.188,-3.248,0.144,-0.994,0.819,0.862,-2.562,-1.288,-0.366,-0.465,2.741,1.35,2.075,-3.935,-2.957,-0.383,-2.688,-3.245,-2.99,-1.962,-3.998,-1.825,-0.701,-3.352,-0.24,0.829,0.56,0.294,1.247,1.351,1.006,0.88,0.673,0.758,-0.18,-2.493,-3.017,-1.991,0.007,0.164,-3.187,1.235,0.086,-2.551,0,-1.401,-2.827,0.195,-0.251,1.283,0.191,-1.89,0.974,-2.348,-0.653,0.371,0.098,-2.764,0.279
264576,Hs.335079,-0.049,1.503,-3.469,-0.157,1.269,-2.55,-3.117,-3.689,-0.026,0.951,0.218,1.461,0.618,1.914,-3.352,-2.091,-2.511,-3.454,-3.383,-3.653,-1.356,-3.797,-2.235,-0.69,-3.926,-1.931,-3.333,-0.114,-2.702,-2.05,-2.671,-2.763,-1.56,-3.113,-2.692,0.935,-1.4,0.779,-1.652,-1.288,1.21,0.916,0.895,0.918,-1.872,-2.788,-1.098,-3.51,1.404,0.225,-0.65,-0.068,-0.426,0.414,0.195,0.854,0.423,-0.965,-1.415,0.326
269753,Hs.525287,-0.672,-0.885,0.012,0.684,0.509,0.49,0.539,0.805,-0.869,0.051,0.281,0.185,1.001,0.986,0.8,0.935,0.133,1.068,1.289,1.614,0.796,0.483,-0.589,-1.184,0.513,-0.156,0.584,-0.334,-0.177,1.534,1.267,0.824,0.887,1.083,2.028,0.396,0.6,0.339,1.046,1.169,0.342,-0.542,0.451,0.58,0.479,0.003,0.159,1.195,-0.158,0.196,2.522,0.69,1.369,0.075,-0.011,-0.631,0.347,-0.587,1.176,0.55
272143,Hs.145575,0.456,0.896,1.433,0.705,-1.132,0.519,0.409,2.049,-0.03,-0.113,0.327,-0.042,0.096,0.014,0.954,0.492,-1.071,-0.871,-0.811,0.405,-0.277,-0.84,-0.425,-1.615,-0.668,0.153,-0.899,-0.249,0.712,1.924,0.623,1.147,2.146,2.269,-0.279,-1.695,-0.65,0.088,-0.877,0.461,-0.151,-1.098,-1.154,-1.237,-0.587,-1.144,-0.755,-0.568,0.832,-0.666,0.286,-0.438,-0.85,0.038,-1.219,-0.11,-0.27,0.239,-3.165,-1.019
276915,Hs.251673,-1.213,-0.713,1.271,-0.131,-1.596,-1.231,-1.436,-0.853,-0.95,-0.277,-0.521,-0.826,-0.637,-0.355,-2.128,-0.761,0.37,-0.446,-1.903,-0.732,-0.235,0.111,-0.562,1.931,0.649,-0.831,-1.121,-0.152,-1.513,-1.082,-1.439,-1.66,-1.4,-1.086,-0.664,-0.471,-0.757,-1.595,-0.085,0.42,-0.191,-0.04,-0.151,-1.497,0.484,0.197,0.247,-0.715,0.069,0.096,-1.055,0.1,0.099,0.813,-0.063,0.472,0.699,-1.055,1.079,-0.511
277098,Hs.487561,-1.508,-0.483,-1.275,-0.021,-1.53,-0.994,-1.089,-1.332,-0.111,-1.481,-0.037,-1.844,0.899,-1.19,1.048,1.149,0.299,-0.693,0.622,-0.252,1.08,-0.639,-0.711,-0.288,-1.281,-0.347,-1.359,-1.205,-1.574,-1.282,-0.525,-1.526,-0.781,-1.206,-1.481,0.663,-1.186,2.497,-1.411,-0.808,-0.139,-1.393,0.771,0.107,-0.03,-1.498,-1.934,1.014,0.239,0.903,-0.976,-0.386,-0.555,-0.304,-0.203,-0.45,-1.313,-1.704,-0.372,1.874
278729,Hs.518573,-0.619,0.452,-1.404,-0.208,-1.071,-1.487,-1.537,-0.611,-1.077,-0.02,-0.319,0.228,0.311,-0.19,-1.075,-0.654,-0.322,-0.219,-1.185,-1.003,-0.53,-1.514,0.294,-0.922,-1.351,-0.27,0.309,-0.454,-0.073,-0.353,-0.557,-1.136,-0.768,-0.982,-1.4,-0.057,-0.528,1.168,0.745,0.682,-0.242,0.505,0.872,-0.918,-0.64,-0.148,-0.317,0.915,-0.591,-0.138,0.839,-0.133,-0.008,-0.042,-0.297,0.531,0.112,-0.236,0.073,-0.184
279470,Hs.9216,-0.608,-1.294,0.888,-0.963,-0.607,-0.12,-0.038,1.364,-1.03,-0.04,0.842,0.429,0.211,0.577,0.414,0.659,0.533,0.516,1.424,0.829,-0.088,0.995,-0.009,-0.761,1.045,0.027,0.041,-0.125,0.576,-0.188,-0.039,-0.377,-0.676,-0.542,-0.338,0.204,-0.393,0.001,0.513,1.477,2.576,0.264,-0.565,-1.202,-0.227,0.046,-0.081,0.113,0.086,1.214,-0.348,-0.547,1.68,0.827,0.347,0.611,0.735,0.513,0.575,0.046
284679,,0.101,0.017,-2.592,-0.103,0.11,-3.312,-3.124,1.87,0.661,0.678,0.155,1.031,0.259,0.183,0.361,-0.06,-2.074,-2.42,1.419,-2.295,-0.019,0.583,-0.814,-0.784,0.457,-0.471,-3.041,0.455,-2.023,0.055,1.016,1.482,-0.084,-0.242,0.505,1.234,0.314,-3.526,0.589,1.4,1.714,1.798,1,0.427,0.124,1.097,0.282,0.834,-0.209,0.205,0.09,0.394,0.354,0.531,1.145,0.823,-0.029,0.383,1.03,0.994
286200,Hs.333907,-0.317,-0.859,0.025,-0.188,-3.068,-0.778,-0.757,-0.082,-1.668,-0.115,-2.981,-0.159,-0.4,-0.951,-0.93,-0.448,0.125,-0.661,-0.796,-0.463,-0.612,0.075,-0.132,-0.072,-0.569,-0.69,-0.494,-0.555,-0.683,0.066,-0.081,0.019,-0.992,-0.195,-0.565,0.218,-0.363,-0.469,-1.136,-0.314,-0.028,-0.519,-0.864,-2.693,-0.363,-0.213,-0.454,-0.576,0.003,-0.893,-0.364,-0.573,-0.112,0.063,-0.029,-0.765,-0.091,-1.326,0.032,-0.978
287537,Hs.520714,-3.726,-3.839,0.439,-0.114,-4.614,2.659,2.74,-0.01,-2.127,-0.261,-0.767,0.901,-0.406,2.05,-0.787,-1.617,1.347,1.256,-3.79,0.041,0.864,0.865,0.473,-0.222,0.602,0.36,-0.542,-2.358,3.517,2.6,1.808,3.046,2.703,2.382,3.38,0.152,0.269,1.367,-0.252,0.708,0.955,1.662,-0.465,-3.387,-0.172,0.427,-0.143,0.572,-0.099,0.588,1.544,-0.872,1.528,1.611,2.056,0.825,1.11,-3.248,1.337,1.162
288792,,-0.105,-0.9,0.411,-0.421,-0.588,-1.246,-1.163,-0.894,-1.554,0.497,-0.531,-0.89,0.409,-0.966,-0.698,-2.176,-0.45,-0.369,-1.208,-0.415,-1.245,1.738,0.158,-2.401,2.003,-0.203,1.513,-0.929,-0.509,-0.949,-1.132,-1.727,-1.871,-1.404,-1.375,-0.842,-1.979,-0.564,-1.708,-1.772,-0.555,-2.198,-1.489,-0.541,-0.379,2.749,0.693,-0.419,-0.282,0.038,-1.259,-0.332,-0.527,-0.041,-0.617,-0.878,-0.639,-0.897,-1.189,-0.37
289681,Hs.455955,-0.111,0.662,-1.083,-0.07,-0.44,-0.594,-0.668,-2.317,0.625,-0.377,0.54,0.225,0.404,0.287,0.688,-1.458,-0.432,-0.714,-1.057,-0.52,-0.39,0.056,-0.865,-0.455,-1.35,-0.722,0.043,-0.391,-0.189,-0.62,-0.74,-0.18,-0.814,-0.103,0.033,-0.353,1.204,1.515,-1.03,-0.323,-0.609,2.566,0.253,-0.343,0.051,-0.74,0.167,0.613,0.063,1.114,-0.417,-0.346,-0.188,0.342,0.828,0.174,-0.294,-0.101,1.023,0.489
292320,Hs.206501,-0.367,-0.462,0.405,-0.31,0.363,-1.769,-1.844,0.853,-1.098,-0.267,-0.316,-0.982,-2.138,-0.364,1.789,1.36,0.097,0.196,1.099,0.276,0.286,0.04,-2.085,0.959,-1.066,-0.725,-2.414,1.077,-1.566,-1.831,-1.116,-0.948,-2.228,-2.045,0.385,-0.958,0.258,-1.134,0.054,1.138,-0.329,-1.37,0.359,-0.491,0.509,-0.518,-0.376,-0.94,-0.59,0.21,-0.347,0.224,-0.055,-0.307,-0.154,-1.184,-0.375,-0.018,-0.146,0.381
293891,Hs.369437,-0.367,-0.412,-0.314,-0.304,-0.379,-0.758,-0.398,1.977,-0.548,-0.209,-2.034,-0.534,0.105,-0.144,-0.297,-0.329,0.173,0.588,1.489,0.146,0.66,0.627,0.53,-0.056,0.087,0.218,4.085,-0.114,-0.128,-0.131,2.156,0.102,0.546,0.174,-0.808,0.166,1.281,-0.345,0.224,0.546,0.187,-0.066,0.806,1.1,0.229,0.927,0.168,0.423,0.132,-0.126,1.415,-0.304,2.269,-0.659,-0.927,-0.027,0.221,-0.591,1.64,0.338
297673,Hs.130316,-1.05,-0.69,-2.234,-0.53,0.591,0.991,0.658,-2.167,0.126,1.371,-0.553,0.71,0.172,0.623,-1.592,-0.862,-0.156,-0.063,-0.552,0.246,-2.175,-0.982,-1.6,-0.088,-1.447,-0.677,0.188,0.391,0.509,-0.925,-0.254,-1.467,-0.688,-1.061,1.751,-0.137,-2.699,-0.503,-0.231,-0.626,0.007,-0.989,1.678,1.181,-0.076,1.116,-0.079,2.773,-0.598,0.267,0.11,0.997,-1.045,1.336,-1.814,0.445,0.837,0.083,-0.548,1.747
298960,Hs.37982,-1.419,0.49,-2.654,0.366,-0.792,0.109,-0.425,-2.161,-0.022,-1.455,-0.201,1.21,-0.881,1.927,0.27,-2.726,-2.867,-1.987,-0.957,-1.242,-1.709,-1.685,-1.837,-3.791,-1.884,-1.298,-3.777,-2.801,-0.501,1.109,-0.801,-1.319,1.058,0.359,-1.254,1.383,0.047,-0.221,-3.105,-1.059,0.335,0.186,-2.807,-4.249,0.693,-0.419,1.988,-1.806,0.656,-2.94,-2.237,-1.313,-0.904,-1.517,-2.534,-1.853,-0.171,-3.765,-2.931,-2.58
298832,Hs.486548,-3.438,-4.251,0.297,-3.386,-4.685,-4.592,-4.418,-0.021,-4.031,-2.89,-3.743,-2.549,-3.043,-1.948,2.516,1.341,0.086,0.432,0.626,0.918,0.254,-3.483,-1.431,-1.167,-3.549,-1.049,-2.324,-1.388,-2.8,-2.953,-3.79,-3.216,0.62,-1.067,-3.197,1.285,0.948,-1.329,-1.341,0.334,1.185,-3.787,-3.051,-4.347,-0.638,0.186,0.191,-1.25,-4.459,-0.939,-1.649,-0.517,-2.093,-1.953,-1.4,-1.386,-3.027,-4.671,-0.954,-2.203
301448,Hs.132225,-0.436,-0.45,-1.318,-0.582,-5.654,-1.506,-1.434,-1.409,-1.738,-0.984,-4.513,-0.965,2.606,-0.897,-1.897,-2.089,-2.079,-1.706,-0.996,-1.36,-1.826,-1.501,-1.098,-2.452,-0.587,-1.129,-2.797,-1.755,-1.271,-1.055,-0.368,-0.603,-0.558,0.768,-0.479,-2.263,-0.785,-3.38,-2.357,-2.375,-0.448,-0.755,-2.909,-4.166,-0.515,-0.958,2.417,-1.88,-0.167,-1.09,-2.006,-2.146,-1.699,2.39,-2.486,-1.146,0.245,-2.942,0.428,-2.391
303027,Hs.271742,1.877,2.143,0.297,1.001,1.196,0.761,0.629,0.279,2.033,0.928,2.378,1.428,1.565,0.792,0.071,0.78,0.067,-0.021,0.026,0.182,-0.745,-0.869,-1.539,-1.511,-0.423,-0.187,0.123,-0.222,0.393,0.883,0.402,0.9,0.374,0.523,0.893,0.616,1.233,0.92,0.946,0.694,0.123,0.558,0.543,1.503,0.168,0.076,0.297,0.396,0.909,1.433,0.469,-0.094,0.645,1.605,2.488,1.135,1.695,0.464,0.467,1.563
307115,Hs.525299,0.911,-0.184,0.708,1.694,0.89,0.255,0.172,0.945,0.138,-0.078,0.31,0.18,0.682,0.196,0.32,0.351,0.024,-0.209,-0.196,0.232,0.069,0.2,-0.413,-0.596,0.224,0.023,1.479,0.363,-0.285,0.603,0.639,0.219,0.002,0.102,0.773,0.356,-0.408,-0.267,1.301,0.854,1.255,-0.047,0.256,1.673,0.384,-0.298,0.494,0.789,1.555,0.697,1.796,0.329,0.175,-1.215,-0.146,0.04,-0.518,-0.1,-0.043,0.457
308598,Hs.523841,-0.388,-0.186,-0.89,-0.599,0.169,0.171,0.089,0.649,-0.215,0.441,0.444,-0.263,0.519,-0.046,-0.33,0.06,0.248,0.207,0.492,-0.359,-0.617,-0.513,0.525,-0.769,-0.866,0.369,-1.413,-0.056,-0.194,0.024,-0.751,-0.353,-0.002,-0.047,-0.289,1.707,2.202,1.084,-0.17,0.82,1.92,-0.891,-0.085,2.216,-0.33,0.265,0.057,0.868,-0.883,1.158,1.49,-0.262,0.241,1.136,1.739,1.244,0.128,0.136,2.045,0.539
309477,Hs.25292,1.594,0.538,0.861,-0.243,-0.846,-0.26,-0.223,-0.425,-1.441,0.255,0.243,-1.28,0.565,-0.34,0.359,0.537,0.283,-0.364,0.663,0.549,-1.002,-0.582,1.005,0.715,-0.58,-0.324,3.058,0.255,-0.858,0.006,-0.227,-0.761,0.154,-0.51,0.439,-0.142,0.546,-0.191,1.676,0.903,0.059,-0.339,-0.795,-0.078,-1.187,-0.955,0.349,-1.124,-0.693,1.207,0.375,0.088,0.46,0.904,-1.053,-0.462,1.351,-0.749,0.665,-1.062
321207,Hs.524871,-0.54,-0.191,1.074,0.168,0.127,-0.216,0.227,1.095,-0.003,-0.393,0.267,-0.293,-0.6,0.343,0.752,-0.179,0.715,0.226,0.44,0.041,0.429,1.339,0.431,0.661,2.031,-0.358,0.958,0.049,0.421,-0.326,0.837,-0.26,-0.26,-0.117,0.349,0.146,0.095,-0.413,1.655,-0.239,0.289,0.858,0.945,-0.191,0.681,-0.549,-0.203,0.04,0.698,1.068,0.557,-0.275,0.061,-0.445,0.387,0.057,0.084,0.019,0.188,0.254
322726,Hs.10784,2.023,-0.039,-0.908,-0.236,-1.399,-0.499,-0.379,-0.494,0.446,0.257,0.831,0.028,2.106,0.452,-0.483,-0.046,0.04,-0.372,-0.377,0.659,-0.393,1.122,2.158,-1.306,-0.643,0.182,-0.307,-0.248,0.21,0.151,-0.281,0.693,0.256,0.49,1.06,-0.914,0.386,0.025,1.204,-0.616,3.97,-0.812,-0.475,0.164,1.878,-0.675,0.005,-0.693,-0.892,0.343,-0.272,0.411,0.388,-0.158,-0.339,-0.591,0.576,-0.717,-0.343,-0.6
323328,Hs.234355,0.833,0.858,-1.549,-0.448,0.706,0.08,-0.08,-0.346,0.777,0.11,1.494,-0.322,0.154,0.705,-0.645,-0.017,0.285,0.554,0.53,1.837,0.598,-0.388,-1.162,-1.004,-0.467,-0.624,-0.492,0.419,0.104,0.949,-0.019,1.793,-0.021,0.954,1.751,0.077,-0.179,-0.112,1.502,1.551,0.167,0.32,1.654,2.006,0.454,0.288,0.302,0.048,-0.154,2.646,-0.49,1.29,-0.27,-0.474,0.194,0.157,0.437,-1.008,0.498,0.85
325120,Hs.104839,0.264,0.408,-1.963,0.26,-0.335,1.244,1.355,0.339,0.546,1.019,0.727,-0.192,0.815,-0.24,-2.039,-0.743,-0.513,-0.383,-1.441,-1.432,-0.533,1.846,-1.663,-0.859,1.14,-0.41,-1.46,-0.691,1.344,1.716,1.508,1.758,2.147,1.557,1.28,-0.508,-0.168,1.377,-0.595,-0.441,-0.134,0.392,0.404,0.842,0.006,-0.203,0.209,-1.132,0.037,0.212,0.262,-0.393,-0.264,0.643,-0.469,1.024,-0.129,0.568,-0.26,0.667
328234,Hs.97858,0.7,0.328,-2.462,0.057,-1.228,-0.471,-0.364,-1.439,-0.571,0.079,0.94,0.11,1.258,0.787,-2.08,-0.677,-1.612,-0.455,-1.739,-1.636,-0.973,-1.752,-1.963,-0.805,-1.603,-0.805,-1.989,-0.602,1.136,-0.506,-0.673,0.69,-0.846,-0.526,0.406,-0.66,-0.994,0.786,0.242,-0.726,-0.242,1.358,0.538,-2.369,-0.276,1.304,0.807,-0.933,0.295,0.152,-0.9,0.044,0.108,-0.586,-0.719,-0.355,0.148,-1.224,0.266,-0.669
343062,Hs.531561,-0.972,-0.863,2.115,0.509,-1.616,0.159,-0.043,1.857,-0.976,-0.249,-0.086,-0.705,-0.161,-0.947,2.176,-0.301,0.086,1.089,0.833,0.243,-0.118,-2.027,-1.77,-1.5,-2.68,0.051,-2.162,-0.804,0.349,-0.352,-0.747,-0.855,-1.098,-0.218,-0.037,-0.087,-0.041,-0.799,-0.267,0.926,0.03,-0.203,-0.363,-0.853,-1.178,-0.157,-0.605,0.376,0.795,-0.32,-0.025,-0.342,0.186,-0.101,-0.568,-1.219,-0.484,0.759,-0.462,-0.472
343489,Hs.149239,0.56,-0.293,-1.639,-0.84,-1.104,-1.872,-2.774,-1.569,-0.08,-0.346,-0.122,0.795,-1.557,1.026,2.105,0.048,-0.723,-1.235,-0.287,0.001,1.146,-1.156,-1.705,-2.167,-2.35,-1.149,-3.942,0.259,-1.81,-1.581,-1.786,-1.646,-2.166,-2.021,-1.901,-1.173,-1.25,-0.882,-1.594,-0.013,-0.575,-2.44,0.32,-0.938,-1.777,0.51,0.536,0.546,-0.525,0.358,-1.433,-0.575,-0.532,-1.339,-1.82,-0.648,-0.69,-1.507,-1.157,-1.03
343397,Hs.171189,1.606,1.979,-1.414,-0.571,0.624,0.858,0.614,-0.347,-1.95,1.164,-0.487,-3.564,0.708,-2.318,-0.481,0.549,-0.003,-0.34,0.508,2.575,-0.326,-4.002,-0.979,-2.267,-3.42,-0.457,0.13,-0.258,1.499,-0.277,0.697,-0.281,0.096,0.022,1.588,0.211,1.334,-0.394,1.808,1.188,0.654,-2.628,0.585,1.018,-0.422,-1.036,-0.874,2.254,-0.959,0.229,-0.403,0.125,0.273,0.277,0.007,1.363,0.403,-1.984,0.08,0.462
344848,Hs.126403,-2.199,-0.956,0.85,-0.481,-0.721,2.292,2.384,0.413,-2.381,-0.344,-0.766,-1.119,-0.379,-0.381,1.106,-0.248,0.168,-0.021,0.158,-0.193,0.403,-2.092,0.738,1.188,-2.718,0.222,0.908,0.345,1.356,2.002,0.968,1.772,2.353,0.596,1.664,0.011,0.007,-2.231,-0.022,-1.087,0.108,-1.108,-0.718,-0.217,-0.93,0.007,0.042,1.221,-0.873,-0.513,1.007,0.333,-0.421,-0.281,0.1,-0.281,-0.532,-0.251,-0.216,-1.126
